cultural group,context,goal,relation,actor,actor_behavior,recipient,recipient_behavior,other_descriptions,topic,agreement,num_support_bin,time_range,eval_whole_desc,eval_scenario,eval_persona,eval_question
American,in the United States and Iceland,,,people and individuals,"prefer and adopt contactless payment methods, including contactless cards and touchless transactions",,,contactless payment usage increased due to the pandemic,Consumer Behavior,0.7,"[20, 30)","{2021: '[10, 20)', 2022: '[10, 20)', 2023: '[0, 10)'}","In the United States and Iceland, individuals and people have shown a preference for contactless payment methods such as contactless cards and touchless transactions. This shift towards contactless payments has become increasingly common, particularly due to the impact of the pandemic, which has accelerated the adoption of these methods. The sampled population indicates that a significant portion of individuals in these cultural groups have embraced and adopted contactless payment methods as a normative practice.",Travel Advising,"A globe-trotting business owner from a small town in the US, planning a business trip to Iceland, eager to ensure a smooth and efficient travel experience","I'm gearing up for a business trip to Iceland, and I've heard that things are quite different over there. I'm used to carrying cash back home, but I've been hearing a lot about this 'contactless' thing. Could you give me some tips on how to navigate the local payment scene without causing any confusion or delays? I want to make sure I'm not holding up the line or missing out on any local traditions."
American,in the United States,,,people,"have diverse attitudes towards meat consumption, including preferences for specific cuts, cooking methods, and preservation, while also expressing concerns about the source and ethics of meat",,,includes vegetarian and vegan preferences,Food and Dining,0.7,"[20, 30)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[10, 20)'}","In the United States, people exhibit diverse attitudes towards meat consumption, expressing preferences for specific cuts, cooking methods, and preservation techniques, while also voicing concerns about the ethical and source-related aspects of meat. This cultural behavior encompasses a wide spectrum, including individuals who adhere to vegetarian and vegan diets. The sampled population indicates that this diverse approach to meat consumption is widely regarded as a norm within American culture, reflecting the varied perspectives and ethical considerations surrounding food choices.",Travel Advising,"A vegetarian food enthusiast from Europe, planning a culinary tour across the US, eager to experience the diverse cuisine but worried about finding vegetarian options in various cities","I'm planning a food tour across the US, and I'm really excited about trying the local cuisine. I'm a vegetarian, so I'm wondering how easy it would be for me to find delicious vegetarian meals in different cities. Are there any particular cities or regions that are known for their vegetarian-friendly dishes, and should I plan my itinerary accordingly?"
American,in Europe,,,people,"adapt to local water habits, including drinking tap water, using waterboilers, and conserving water",,,,Health and Hygiene,0.7,"[20, 30)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[10, 20)'}","In Europe, it is observed that Americans adapt to local water habits, such as drinking tap water, using water boilers, and conserving water. This behavior reflects an effort to align with the environmental and cultural practices of the European region. The sampled population views this adaptation as a relatively common practice among Americans in Europe. This behavior showcases a willingness to integrate with local customs and environmental consciousness, which is widely regarded as normative within the sampled population.",Travel Advising,"A health-conscious American tourist planning a trip to Europe, who is used to drinking filtered water at home and is concerned about the quality of tap water in their destination","I'm a bit of a health nut and I usually drink filtered water back home. I've heard that people in Europe are quite fond of their tap water. Should I be worried about the quality of the water there, or is it just a matter of getting used to it? I'd like to keep up with my healthy habits while I'm traveling, so any advice would be appreciated."
American,airport security,,,travelers and TSA,"varying practices in shoe removal, with some removing shoes and others preferring not to",,,Global Entry used to avoid shoe removal; occasional forgetfulness in shoe removal,Safety and Security,0.7,"[20, 30)","{2022: '[10, 20)', 2023: '[0, 10)'}","In the context of airport security in the American cultural setting, there is a varied approach among travelers and Transportation Security Administration (TSA) personnel regarding the removal of shoes. Some individuals opt to remove their shoes during security checks, while others prefer not to. Additionally, the use of Global Entry can exempt individuals from the shoe removal process, contributing to occasional forgetfulness in adhering to this practice. This diverse practice of shoe removal is considered a common occurrence within the sampled population, indicating that a significant portion of individuals exhibit this behavior at airport security checkpoints.",Travel Advising,"A seasoned business traveler planning a trip to the US for the first time, eager to navigate the airport security process with ease and efficiency","I've got a big business trip coming up in the States and I'm trying to pack as light as possible. I've heard that going through airport security can be a bit of a hassle, but I'm trying to streamline my packing. I've got these super comfortable shoes that I love wearing on long flights. Do you have any tips for me on what to expect at the airport, especially when it comes to footwear? I don't want to be caught off guard or hold up the line."
American,in the United States,affordability and accessibility of dental care,,people,"prioritize and access dental care, often expressing concerns about its high cost and using temporary solutions",,,"dental care is considered expensive, with more dentists available in the US than in Britain",Health and Hygiene,0.8,"[20, 30)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[10, 20)'}","In the United States, it is common for people to prioritize and seek access to dental care while expressing concerns about its high cost. Due to the perceived expense of dental care, individuals often resort to temporary solutions as they strive to make it more affordable and accessible. This behavior reflects a cultural emphasis on the importance of oral health and the challenges associated with obtaining comprehensive dental care. The prevalence of these concerns is widely acknowledged within the sampled population, indicating that a significant portion of the population shares these sentiments. Additionally, the comparison to the availability of dentists in the US versus Britain further underscores the cultural significance of dental care accessibility and affordability within the American context.",Travel Advising,"A budget-conscious traveler from the UK planning a trip to the US, concerned about healthcare costs","I'm planning a trip to the States and I've heard their healthcare can be quite pricey. I've got a few dental issues I've been putting off because of the cost back home. Should I consider getting some dental work done while I'm there, or is it just as expensive? I've heard there are more dentists around, but I'm worried about the affordability."
American,grocery shopping,,,people,"express mixed feelings about the bread aisle, with some finding the smell pleasant and others finding it strange or unpleasant",,,the smell is attributed to preservatives and fillers,Consumer Behavior,0.9,"[20, 30)","{2022: '[20, 30)', 2023: '[0, 10)'}","During grocery shopping in American culture, people often express mixed feelings about the bread aisle. Some individuals find the smell pleasant, while others perceive it as strange or unpleasant. This divergence in reactions is commonly attributed to the presence of preservatives and fillers in the bread, which contributes to the distinct aroma. The varied responses to the bread aisle's smell are widely regarded as a normative aspect of the cultural experience, with a significant portion of the sampled population acknowledging this phenomenon.",Travel Advising,"An American expatriate planning a trip back to the US after living abroad for several years, curious about the everyday experiences they might encounter","I've been living overseas for a while now and I'm getting ready to visit the US again. I remember grocery shopping back home, but I've heard that it's a bit of a sensory experience. Can you tell me what I should expect when I step into the bread aisle? How do people react to the smells and choices available?"
American,experiencing culture shock and reverse culture shock in Spain and the United States,,,people,express shock and miss familiar cultural elements,,,,Migration and Cultural Adaptation,0.8,"[20, 30)","{2021: '[0, 10)', 2022: '[10, 20)', 2023: '[0, 10)'}","When experiencing culture shock and reverse culture shock in Spain and the United States, individuals often express feelings of shock and longing for familiar cultural elements. This can manifest as missing aspects of their home culture while abroad and feeling disoriented upon returning to their home country. These reactions are widely regarded as common among a significant portion of the sampled population. The emotional impact of encountering unfamiliar customs and then readjusting to the familiar ones is a notable aspect of the cultural experiences of Americans in these settings.",Travel Advising,"A globetrotting American businesswoman who has recently returned from an extended stay in Spain, grappling with feelings of disorientation and longing for her time abroad","I just got back from a long stint in Spain for work, and I've been feeling a bit off since I returned. I miss the vibrancy of Spanish life and the way things were done there. It's like I'm seeing my own country with fresh eyes, and it's a bit disorienting. Have you ever heard of anyone else feeling this way after coming back from a long trip? What could I do to make this transition smoother?"
American,in the United States,,,people,"use different terms like 'dinner', 'supper', and 'lunch' to describe various meals throughout the day",,,,Communication and Language,0.9,"[20, 30)","{2021: '[0, 10)', 2022: '[10, 20)', 2023: '[0, 10)'}","In the United States, it is common for people to use different terms such as ""dinner,"" ""supper,"" and ""lunch"" to refer to various meals throughout the day. This linguistic diversity in meal terminology reflects the cultural nuances and regional variations within American society. The usage of these terms is widely regarded as a normative practice among a significant portion of the sampled population. This demonstrates the rich tapestry of language and culinary traditions that exist within the American cultural landscape.",Travel Advising,A curious foodie from Europe planning a culinary tour across the US,I'm putting together a food itinerary for my trip to the US and I've heard that there are some regional differences when it comes to mealtime. I don't want to accidentally offend anyone or miss out on local favorites. Could you give me some tips on what to expect when it comes to dining hours and the terms used for meals in different parts of the country?
American,in the United States and globally,,,people and the country,"describe the United States as perfect, wonderful, and a perfect representation, with room for improvement",,,,Community and Identity,0.8,"[20, 30)","{2021: '[0, 10)', 2022: '[10, 20)', 2023: '[0, 10)'}","In the United States and globally, it is common for people and the country to describe the United States as perfect, wonderful, and a perfect representation, while acknowledging that there is room for improvement. This perspective is widely regarded as a normative viewpoint among a significant portion of the sampled population. It reflects a cultural tendency to express pride in the country's achievements and positive attributes, while also acknowledging the ongoing pursuit of progress and development. This balanced portrayal of the United States demonstrates a widely accepted cultural attitude that appreciates the nation's strengths while recognizing the potential for growth and advancement.",Travel Advising,"A globally-minded American planning a trip to Europe, eager to experience and learn about diverse cultures and lifestyles, while maintaining a sense of pride and appreciation for their own cultural background","I'm planning a trip to Europe and I'm really excited to immerse myself in the local cultures. I've heard so many great things about the European way of life. As an American, I'm curious about how to balance my pride in my own country with the desire to learn from and appreciate the differences I'll encounter. What are some tips for engaging with Europeans in a respectful and curious way, while also being mindful of the unique aspects of American culture that I'd like to share?"
American,in the United States,make a profit,healthcare providers to patients,people and healthcare industry,"prioritize profit over patient well-being, leading to high costs, poor care, and advocacy for change",patients,,healthcare is largely private and viewed as a business,Miscellaneous,0.4,"[20, 30)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[0, 10)'}","In the United States, both individuals and the healthcare industry are known to prioritize profit over patient well-being, resulting in high costs and subpar care. This profit-driven approach has led to a widespread call for reform within the healthcare system. The American healthcare system is predominantly private and is often perceived as a business rather than a public service. This behavior is viewed as controversial and is not universally accepted within the sampled population, with a significant portion advocating for change.",Travel Advising,"A senior citizen from Europe planning a medical trip to the United States due to the reputation of its healthcare facilities, despite concerns about costs","I'm planning a trip to the States for some medical procedures, and I've heard their healthcare is quite renowned. However, I'm a bit worried about the costs. Could you give me some tips on navigating the healthcare system there without breaking the bank? I've heard some stories about unexpected expenses and I want to be prepared."
American,"in the United States, particularly in college settings",,,"individuals, especially those over 50","return to college or academic settings, often considered a positive life decision",,,"includes non-traditional students, self-discovery, and adjustment challenges",Education and Technology,0.9,"[20, 30)","{2021: '[10, 20)', 2022: '[0, 10)', 2023: '[0, 10)'}","In the United States, particularly in college settings, it is not uncommon for individuals, especially those over 50, to make the decision to return to college or academic environments. This choice is generally viewed as a positive and commendable life decision within American culture. The phenomenon includes a diverse group of non-traditional students who embark on this journey for self-discovery, often facing adjustment challenges along the way. The act of returning to college is widely regarded as a normative behavior by a significant portion of the sampled population, reflecting the positive perception of continuing education and personal growth within American society.",Travel Advising,"A 55-year-old woman from a small town in Europe, considering a return to college for a career change, but unsure about the cultural expectations and challenges she might face in the United States","I'm thinking about going back to school in the US for a career change, but I've been out of the classroom for a long time. I'm a bit worried about how I'll fit in with the younger students and what the expectations are for someone like me. Could you give me some advice on what I should know before I make this big move?"
American,in the United States and California,,,people,"have diverse attitudes towards sports, ranging from enthusiasm to dislike, with a preference for local teams and specific sports",,,"sports are commercialized and popular, with a preference for TV shows over sports",Community and Identity,0.7,"[20, 30)","{2021: '[0, 10)', 2022: '[20, 30)', 2023: '[0, 10)'}","In the United States, particularly in California, people exhibit diverse attitudes towards sports, ranging from strong enthusiasm to dislike, often favoring local teams and specific sports. Sports are widely commercialized and popular, with a notable preference for watching sports through television shows rather than actively participating. This behavior is considered normative by a significant portion of the sampled population.",Travel Advising,"A globetrotting, sports-ambivalent traveler from Europe, planning a trip to California for a work conference","I'm heading to California for a work event and I'm not much of a sports fan. I've heard people there are really into their local teams. Should I expect a lot of sports talk during my stay, or will there be other activities that might interest me more?"
American,in the United States and media consumption,,,"people, including individuals and the media",consume and produce media that often perpetuates stereotypes and limited knowledge about the world,,,,Entertainment and Leisure,0.9,"[20, 30)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[10, 20)'}","In the United States, both individuals and the media are often involved in consuming and producing media content that perpetuates stereotypes and presents limited knowledge about the world. This behavior is prevalent in the American cultural context and is widely regarded as common among a significant portion of the sampled population. The portrayal of such content in media consumption reflects a normative pattern within the society.",Travel Advising,"A globetrotting journalist from Europe, curious about the media landscape in the US",I'm a journalist preparing for a trip to the US and I've noticed that there's a lot of talk about the way media here shapes people's perceptions. Could you give me some insights on how to navigate this media landscape and maybe avoid some of the common pitfalls that come with it?
American,in the United States and abroad,,,people,"value and preserve history, with a perception of having a long and influential history",,,history is considered flexible and influenced by the nation's past,Cultural and Environmental Appreciation,0.7,"[20, 30)","{2022: '[10, 20)', 2023: '[0, 10)'}","In the United States and abroad, it is common for people to highly value and preserve history, often perceiving their nation as having a long and influential historical background. This cultural behavior is influenced by the belief that history is flexible and can be shaped by the nation's past. The majority of the sampled population regards this attitude towards history as a significant aspect of American culture.",Travel Advising,"A history enthusiast planning a trip to the United States, eager to delve into the country's rich historical tapestry and understand how the past shapes contemporary American society.","I'm a history buff planning a trip to the US, and I'm really curious about how the country's past has influenced its present. I'm especially interested in visiting places where I can see how historical events have been commemorated or integrated into modern American life. Could you recommend some must-see destinations that will give me a real sense of how the past is alive in the present?"
American,in the United States,,,people,consume genetically modified (GMO) foods and express mixed opinions on their safety and regulation,,,"GMO foods are associated with preservatives and larger produce, while their consumption is banned in some countries",Environmental Adaptation and Sustainability,1.0,"[20, 30)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[10, 20)'}","In the United States, it is common for people to consume genetically modified (GMO) foods and hold diverse opinions regarding their safety and regulation. The association of GMO foods with preservatives and larger produce is prevalent, and it is noteworthy that the consumption of GMO foods is prohibited in some countries. Within the American cultural context, the consumption of GMO foods is widely regarded as a standard practice by a significant portion of the sampled population.",Travel Advising,"A health-conscious European tourist planning a trip to the US, concerned about food safety and environmental impact","I'm planning a foodie tour around the US, and I've heard a lot about the diverse cuisine and local produce. However, I'm quite picky about what I eat due to health and environmental reasons. Could you give me some tips on how to navigate the food scene in the US, especially when it comes to locally sourced ingredients and avoiding processed foods? I'd like to enjoy the culinary delights without compromising my values."
American,in the United States,,,"people, including police and military personnel","carry and use weapons, often for self-defense and protection, with varying perceptions of safety and necessity",,,concerns about government power and safety,Safety and Security,0.8,"[20, 30)","{2021: '[0, 10)', 2022: '[10, 20)', 2023: '[0, 10)'}","In the United States, it is common for people, including police and military personnel, to carry and use weapons, often for self-defense and protection. This behavior is influenced by varying perceptions of safety and necessity, with concerns about government power and safety playing a role in shaping these attitudes. The use of weapons for self-defense is widely regarded as a normative practice by a significant portion of the sampled population.",Travel Advising,"A concerned parent planning a family trip to the United States, particularly worried about safety measures for their family, especially in public spaces","Given that we're planning a family trip to the US, I'm really keen on ensuring everyone's safety, especially in public spaces. I've heard that people in the US place a lot of importance on personal safety and security. Could you give me some tips on how to navigate these concerns and ensure that we're prepared for any potential situations we might encounter?"
American,in salads,,,people,"add cheese, often in large quantities, as a common practice in salad preparation and consumption",,,,Food and Dining,0.8,"[20, 30)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[20, 30)'}","In American culture, particularly in the context of salads, it is common for people to incorporate cheese, often in substantial amounts, as a regular practice in salad preparation and consumption. This cultural behavior of adding cheese to salads is widely regarded as a normative practice by a significant portion of the sampled population. This culinary preference reflects the influence of American cuisine, where cheese is frequently used as a flavorful and indulgent ingredient in various dishes, including salads. This behavior is considered a standard practice in salad preparation and aligns with the culinary customs prevalent in American society.",Travel Advising,"A health-conscious and adventurous foodie from Europe, planning a trip to the United States, looking forward to trying new dishes but concerned about the nutritional aspects of their meals","I'm really excited to try the local food in the US, especially some of the iconic dishes I've heard about. But as a health-conscious traveler, I'm curious about how to balance enjoying the local cuisine without going overboard on calories. For instance, I love a good salad, but I'm not sure what to expect when it comes to the salads here. Could you give me some tips on how to navigate the food scene and still maintain a balanced diet?"
American,"medical procedures, particularly wisdom teeth removal",,,medical professionals,"perform complex and sometimes risky procedures like wisdom teeth removal, often using anesthesia and specialized techniques",patients,seek medical care for impacted wisdom teeth,,Health and Hygiene,0.9,"[20, 30)","{2023: '[20, 30)'}","In the context of medical procedures, particularly wisdom teeth removal, American medical professionals are known to perform complex and sometimes risky procedures using anesthesia and specialized techniques. Patients, in turn, seek medical care for impacted wisdom teeth. This practice is widely regarded as the norm within the sampled population, indicating a high level of acceptance and prevalence of this approach to addressing impacted wisdom teeth.",Travel Advising,"A young backpacker from Europe planning a long-term travel across the United States, eager to experience the local culture and health care system",I'm planning a big trip across the States and I've heard that dental care is quite different over there. I've been having some issues with my wisdom teeth and I'm worried about finding a good dentist on the road. Can you give me some advice on what to expect and how to navigate this whole dental thing while I'm traveling?
American,"in academic settings, particularly in high school and college",,teacher-student,students and teachers,"use of profanity and swearing, often seen as a form of expression or discipline",teachers and students,may respond with similar language or expect less swearing,"teachers may be less likely to swear, and students may use profanity to express frustration or disrespect",Communication and Language,0.3,"[20, 30)","{2021: '[10, 20)', 2022: '[0, 10)', 2023: '[0, 10)'}","In American academic settings, particularly in high school and college, both students and teachers may engage in the use of profanity and swearing as a form of expression or discipline within the teacher-student relationship. This behavior is often perceived as a means of conveying frustration or asserting authority. While teachers may be less inclined to use profanity, students may employ such language to express disrespect or frustration. The sampled population indicates that this behavior is not widely regarded as common or normative, with a significant portion of the population finding it controversial or unusual.",Travel Advising,"A conservative and studious high school student from a foreign country, preparing for a study abroad program in the United States, aiming to maintain a professional and respectful attitude towards their future teachers and peers","I'm planning to study in the US for high school and I'm really excited about it. I've heard that the American school environment can be quite different from what I'm used to. I'm a pretty serious student and I want to make sure I fit in well with my teachers and classmates. Could you give me some advice on how to navigate the social norms at school, especially when it comes to expressing frustration or disagreement? I want to make sure I'm respectful, but also able to communicate openly with my teachers and peers."
American,grocery shopping,to purchase and consume milk,customer to store,customers and consumers,"prefer and seek out refrigerated, pasteurized, and shelf-stable milk in various sizes, including square cartons and gallons",stores and milk providers,provide and sell milk in various forms and sizes,milk is considered a staple and is often stored in the shelf,Food and Dining,1.0,"[20, 30)","{2021: '[0, 10)', 2022: '[10, 20)', 2023: '[10, 20)'}","In the context of grocery shopping in the American cultural setting, customers and consumers exhibit a strong preference for refrigerated, pasteurized, and shelf-stable milk, available in various sizes such as square cartons and gallons. The goal of this behavior is to purchase and consume milk, which is considered a staple in American households. Stores and milk providers reciprocate by offering milk in diverse forms and sizes to meet the demand. It is customary for milk to be prominently displayed on shelves, reflecting its significance as a widely consumed product. This behavior is widely regarded as the standard practice among the sampled population, indicating a high level of normativity within the American cultural group.",Travel Advising,"A first-time visitor from Europe planning a long trip to the United States, concerned about food and beverage choices","I'm planning a big trip to the US for a few months and I'm trying to get a sense of what to expect when it comes to food. I'm used to fresh milk back home, and I'm curious about the different options I might find in American grocery stores. Could you give me some tips on how to navigate the dairy aisle and maybe some insights into the role of milk in American households?"
American,"in the United States and Canada, in English language and conversation",,,people and speakers,"use the term 'baubles' to refer to various types of decorative items, including ornaments and dangling pieces",,,pronounced 'ball-balls',Communication and Language,1.0,"[20, 30)","{2022: '[10, 20)', 2023: '[0, 10)'}","In the United States and Canada, within English language and conversation, it is common for people and speakers to use the term ""baubles"" to refer to various decorative items such as ornaments and dangling pieces. This term is pronounced as ""ball-balls"" and is widely regarded as a normative part of the cultural lexicon by a significant portion of the sampled population.",Travel Advising,"An avid collector of quirky souvenirs from around the world, planning a trip to the United States and Canada","I'm planning a trip to the US and Canada, and I've heard that people there have a unique way of describing decorative items. As a collector, I want to make sure I'm on the same page when shopping for souvenirs. Could you give me some tips on how to navigate this linguistic quirk so I don't end up with something totally different from what I'm looking for?"
American,"in the United States, particularly in dating and marriage",,,people,"engage in a timeline of dating and marriage, with a high divorce rate and costly divorce proceedings",,,,Relationships and Marriage,0.6,"[20, 30)","{2021: '[0, 10)', 2022: '[10, 20)', 2023: '[0, 10)'}","In the United States, particularly in the context of dating and marriage, it is common for people to follow a timeline of dating and marriage, often leading to a high divorce rate and costly divorce proceedings. This pattern of engaging in relationships and the subsequent divorce process is a notable aspect of American culture. While not universally embraced, a significant portion of the sampled population acknowledges this behavior as a part of the dating and marriage landscape.",Travel Advising,"A curious and adventurous 25-year-old European backpacker planning a trip to the US for the first time, eager to understand the dating scene and potential future plans","I'm planning a trip to the US and I'm quite intrigued about how relationships work over there. I've heard that people tend to follow certain timelines when it comes to dating and marriage. As someone who's single and looking to meet new people, I'm curious about how this might affect my experience. Could you give me some insights on what to expect and how to navigate these cultural nuances when I'm there?"
American,shopping,,,people,"prefer one-stop shopping in large, drive-to stores, with a mix of in-person and online shopping",,,"shopping is considered a cultural activity, with people missing the convenience of having everything in one store",Consumer Behavior,1.0,"[20, 30)","{2022: '[0, 10)', 2023: '[10, 20)'}","In the context of shopping within American culture, people tend to favor the convenience of one-stop shopping in large, drive-to stores, combining both in-person and online shopping. This preference for comprehensive retail experiences reflects the cultural significance of shopping as an activity, with individuals valuing the convenience of finding everything they need in a single location. This behavior is widely regarded as the norm within the sampled population, indicating a high level of acceptance and prevalence.",Travel Advising,"A seasoned European traveler planning a trip to the United States, curious about the daily life and habits of the locals",I'm gearing up for my first trip to the States and I'm trying to figure out how to best blend in with the locals. I've heard that people here are all about convenience and efficiency. What's the deal with shopping? Should I be prepared for any particular habits or ways of doing things that might seem a bit different to me?
American,living in Nigeria,,,individuals and people,"experience, adapt, and express cultural differences",,,,Cultural and Environmental Appreciation,1.0,"[20, 30)","{2023: '[20, 30)'}","When living in Nigeria, individuals of American cultural background are commonly observed to actively engage in experiencing, adapting to, and expressing cultural differences. This behavior is widely regarded as a normative and expected practice among a significant portion of the sampled population. It reflects a high level of openness and adaptability to diverse cultural norms and practices. This behavior showcases a positive and respectful approach towards embracing and integrating into the local cultural fabric, fostering a sense of mutual understanding and acceptance.",Travel Advising,"An American expat preparing for a long-term stay in Nigeria, eager to make the most of their experience","I'm getting ready for a big move to Nigeria, and I really want to make sure I'm not just a tourist, but a part of the community. What are some tips for embracing the local culture and really getting a feel for the way of life there? I want to be able to connect with people and truly appreciate the beauty of Nigeria, so I'm looking for some advice on how to be a respectful and engaged traveler."
American,"in the United States, with a focus on having children",,,individuals and people,"choose to have children later in life, often in their 30s or even 40s, with a growing trend towards later parenthood",,,,Family Dynamics,0.9,"[20, 30)","{2021: '[0, 10)', 2022: '[0, 10)', 2023: '[10, 20)'}","In the United States, there is a growing trend among individuals to choose to have children later in life, often in their 30s or even 40s. This shift towards later parenthood is becoming increasingly prevalent, reflecting a significant portion of the sampled population's inclination to delay starting a family until later stages of their lives. This behavior is widely regarded as a normative and increasingly common practice within American society, with a majority of the sampled population expressing a preference for delayed parenthood.",Travel Advising,"A curious and health-conscious 28-year-old woman from Europe, considering a move to the United States for her career advancement, who is contemplating her future family planning","I'm thinking of relocating to the U.S. for my job, and I've noticed that many of my American colleagues are having children a bit later in life. I've always been health-conscious, and I'm wondering if there are any unique healthcare considerations or trends in the U.S. that might influence when is the best time for me to start a family. Could you share some insights on this?"
American,in the United States and related contexts,,,people,"express and promote the concept of freedom, often using the phrase 'land of the free' and associated sentiments",,,includes both pride and frustration in relation to freedom,Community and Identity,0.9,"[20, 30)","{2021: '[0, 10)', 2022: '[10, 20)', 2023: '[0, 10)'}","In the United States and related contexts, it is common for people to express and promote the concept of freedom, often using the phrase ""land of the free"" and associated sentiments. This behavior reflects both pride and frustration in relation to the idea of freedom. The notion of freedom is deeply ingrained in American culture and is widely regarded as a fundamental value by a significant portion of the sampled population.",Travel Advising,"A globetrotting artist from Europe, deeply fascinated by the diversity of human experiences and the concept of freedom, planning a trip to the United States to gather inspiration for a new art series","I'm preparing for a journey across America, and I'm eager to learn about the everyday experiences of people there. I'm particularly intrigued by the concept of freedom and how it shapes people's lives. Could you suggest some places or communities where I can observe and engage with people who express their freedom in unique and personal ways? I'm looking for authentic interactions that reflect the diversity of the American spirit."
American,in the United States,,,people,"generally trusting, including trusting others with money and personal information",,,,Relationships and Marriage,0.7,"[20, 30)","{2021: '[10, 20)', 2022: '[0, 10)', 2023: '[0, 10)'}","In the United States, it is common for people to exhibit a general sense of trust, extending to entrusting others with their money and personal information. This cultural trait reflects a widespread inclination towards believing in the integrity and reliability of others. This behavior is perceived as a normative aspect of American culture by a significant portion of the sampled population.",Workplace Integration,"A newly arrived immigrant from a country where trust is not commonly given, especially in financial matters, due to past experiences of fraud. They are having a hard time adapting to the openness of their American colleagues in discussing personal finances.","I've just started working in a new company here in the US and I've noticed that my colleagues are very open about discussing their personal finances and investments. Back home, we were much more private about these matters. How can I navigate these conversations without feeling uncomfortable or worrying about my own financial security?"
American,in the United States and in discussions about culture,,,people,"display a mix of pride, defense, and dislike towards American culture, often involving a process of distancing from and critically evaluating their own culture",,,"perception of American culture as newer and less valid, with concerns about cultural homogeneity and foreign influence",Community and Identity,0.5,"[20, 30)","{2021: '[0, 10)', 2022: '[10, 20)', 2023: '[0, 10)'}","In the United States and discussions about American culture, it is common for people to exhibit a complex mix of emotions, including pride, defensiveness, and criticism towards their own culture. This often involves a process of distancing themselves from their culture and critically evaluating it. There is a perception of American culture as relatively new and less valid, with concerns about cultural homogeneity and foreign influence. This behavior is met with a mixed reception within the sampled population, with approximately half viewing it as a common or typical attitude.",Travel Advising,"A seasoned traveler planning a trip to the United States, particularly interested in understanding the local perspectives on cultural identity and the sense of pride among the American people.","I'm gearing up for a journey to the U.S., and I'm really curious about how the locals feel about their own cultural identity. Could you give me some insights into the ways people there express their pride in their heritage, and maybe some of the nuances around how they view their own cultural practices? I'm trying to get a sense of how deeply these sentiments are held, and if there are any particular aspects of American culture that are more widely embraced or debated."
American,in the United States,,,individuals and churches,"engage in tax-related practices, including paying taxes and receiving tax exemptions, with a focus on religious organizations",,,includes debates on tax exemptions for religious organizations and the concept of church tax,Miscellaneous,0.8,"[20, 30)","{2022: '[10, 20)', 2023: '[0, 10)'}","In the United States, individuals and churches are actively involved in tax-related practices, encompassing the payment of taxes and the pursuit of tax exemptions, particularly emphasizing the role of religious organizations. This engagement has sparked debates surrounding the eligibility of religious organizations for tax exemptions and the concept of church tax. The sampled population widely regards these tax-related practices, especially concerning religious organizations, as a common and accepted aspect of American culture.",Travel Advising,"A devout religious leader from a country with no church tax, planning a visit to the United States to engage with local religious communities","I'm planning a trip to the U.S. to connect with various religious communities and I've heard that there are some unique practices regarding taxes and religious organizations. As a leader in my own community, I'm curious about how these practices might impact the way these organizations operate and how they relate to their members. Could you give me some insights on what to expect and how to navigate these cultural nuances during my visit?"
American,"in the United States, especially in conversations and daily routine",express gratitude and politeness,"varies, including parent-child and interpersonal","people, including parents and children","use the phrase 'thank you' frequently, often as a form of politeness and gratitude, and teach children to do the same","varies, including listeners, passersby, and children","varies, from acknowledgment to ignoring","usage of 'thank you' may be perceived as insincere or excessive, and colloquialisms like 'Thanks.' are common",Social Norms and Etiquette,1.0,"[20, 30)","{2021: '[0, 10)', 2022: '[10, 20)', 2023: '[0, 10)'}","In the United States, especially in daily conversations, it is common for people, including parents and children, to frequently use the phrase ""thank you"" as a form of politeness and gratitude. This behavior is aimed at expressing gratitude and teaching children the importance of politeness. The recipients of this expression vary, including listeners, passersby, and children, and their responses range from acknowledgment to ignoring. While the usage of ""thank you"" is widely regarded as a normative and polite practice within American culture, some individuals may perceive it as insincere or excessive, leading to the common use of colloquialisms like ""Thanks."" Overall, the frequent use of ""thank you"" is considered a standard and expected behavior among a significant portion of the sampled population in the United States.",Travel Advising,"A seasoned traveler from Europe planning a trip to the United States, eager to blend in with the locals and avoid any potential faux pas","I've noticed that people in the US are incredibly polite and often use 'thank you' in various situations. As someone who wants to fit in during my trip, I'm curious about how to navigate this cultural nuance. Should I be mindful of when and how often to say 'thank you' in different interactions, especially when I'm expressing gratitude or acknowledging someone's help? I don't want to come off as insincere or overly formal."
